i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,radius,centralized,t_solve,dist_to_goal,
9,10,5,50,FALSE,None,10,0.1,0.1,FALSE,None,[0.008 0.008 0.005 0.015 1.903 1.498 1.625 1.351 1.376 1.295],
10,10,3,0,TRUE,11322.535,10,0.1,0.1,TRUE,53.7408726,[0.052 0.045 0.091 0.069 0.093 0.05  0.038 0.058 0.066 0.011],
10,10,3,0,TRUE,11302,10,0.1,0.1,FALSE,18.5044149,[0.051 0.047 0.095 0.044 0.062 0.05  0.038 0.059 0.068 0.011],
11,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
11,10,3.3,0,TRUE,13145.439,10,0.1,0.1,FALSE,24.2841413,[0.092 0.037 0.042 0.043 0.075 0.035 0.022 0.026 0.022 0.019],
12,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
12,10,5,50,FALSE,None,10,0.1,0.1,FALSE,None,[0.005 0.006 0.016 0.007 0.012 1.266 1.325 1.436 1.478 2.068],
13,10,3,0,TRUE,13533.976,10,0.1,0.1,TRUE,70.0922882,[0.067 0.044 0.04  0.094 0.09  0.069 0.04  0.045 0.056 0.051],
13,10,3,0,TRUE,13723.391,10,0.1,0.1,FALSE,35.6683331,[0.061 0.04  0.044 0.1   0.087 0.072 0.041 0.046 0.056 0.051],
14,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
14,10,3,0,TRUE,11125.876,10,0.1,0.1,FALSE,24.0981705,[0.035 0.084 0.029 0.01  0.094 0.068 0.023 0.084 0.035 0.017],
15,10,2.7,0,TRUE,6376.826,10,0.1,0.1,TRUE,63.2123376,[0.052 0.098 0.037 0.088 0.048 0.061 0.025 0.018 0.029 0.045],
15,10,2.8,0,TRUE,6401.142,10,0.1,0.1,FALSE,20.5182664,[0.045 0.092 0.032 0.085 0.042 0.055 0.023 0.016 0.029 0.041],
16,10,2.6,0,TRUE,7905.364,10,0.1,0.1,TRUE,39.8256517,[0.092 0.03  0.069 0.065 0.095 0.072 0.066 0.086 0.039 0.051],
16,10,2.6,0,TRUE,7964.04,10,0.1,0.1,FALSE,22.2342832,[0.092 0.036 0.069 0.067 0.099 0.075 0.066 0.087 0.039 0.051],
17,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
17,10,2.9,0,TRUE,13061.719,10,0.1,0.1,FALSE,20.016337,[0.088 0.091 0.058 0.052 0.074 0.058 0.031 0.057 0.083 0.063],
18,10,3.2,0,TRUE,12576.117,10,0.1,0.1,TRUE,49.6738608,[0.041 0.094 0.028 0.024 0.052 0.047 0.049 0.033 0.037 0.044],
18,10,3.3,0,TRUE,12808.741,10,0.1,0.1,FALSE,45.3006069,[0.038 0.092 0.026 0.023 0.039 0.046 0.046 0.03  0.034 0.04 ],
19,10,2.8,0,TRUE,8456.759,10,0.1,0.1,TRUE,50.4885168,[0.071 0.031 0.064 0.043 0.056 0.097 0.041 0.05  0.052 0.07 ],
19,10,2.9,0,TRUE,8522.011,10,0.1,0.1,FALSE,21.8336046,[0.065 0.027 0.049 0.035 0.051 0.093 0.037 0.046 0.047 0.065],
20,10,3.3,0,TRUE,18994.167,10,0.1,0.1,TRUE,65.0449467,[0.034 0.066 0.036 0.036 0.024 0.023 0.063 0.045 0.1   0.072],
20,10,3.4,0,TRUE,19502.57,10,0.1,0.1,FALSE,33.0685859,[0.032 0.044 0.04  0.026 0.024 0.021 0.061 0.041 0.099 0.069],
21,10,2.9,0,TRUE,14065.27,10,0.1,0.1,TRUE,36.0491863,[0.05  0.081 0.098 0.062 0.045 0.084 0.082 0.028 0.071 0.052],
21,10,3,0,TRUE,14257.12,10,0.1,0.1,FALSE,26.2965748,[0.045 0.079 0.094 0.058 0.041 0.077 0.077 0.025 0.065 0.047],
22,10,2.7,0,TRUE,8210.982,10,0.1,0.1,TRUE,31.6570387,[0.036 0.098 0.096 0.076 0.033 0.052 0.034 0.057 0.072 0.038],
22,10,2.7,0,TRUE,8266.694,10,0.1,0.1,FALSE,17.3581245,[0.036 0.1   0.099 0.078 0.033 0.055 0.033 0.057 0.074 0.038],
23,10,2.7,0,TRUE,7953.481,10,0.1,0.1,TRUE,36.2119528,[0.064 0.092 0.04  0.062 0.051 0.032 0.053 0.084 0.077 0.046],
23,10,2.7,0,TRUE,7963.18,10,0.1,0.1,FALSE,21.453625,[0.065 0.093 0.04  0.062 0.051 0.032 0.053 0.086 0.077 0.046],
24,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
24,10,3.1,0,TRUE,14095.607,10,0.1,0.1,FALSE,24.083789,[0.037 0.071 0.043 0.019 0.055 0.082 0.049 0.027 0.047 0.098],
25,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
25,10,3.5,0,TRUE,21929.315,10,0.1,0.1,FALSE,27.3940157,[0.077 0.028 0.042 0.026 0.026 0.023 0.047 0.032 0.093 0.042],
26,10,2.9,0,TRUE,15148.562,10,0.1,0.1,TRUE,51.3089413,[0.098 0.048 0.077 0.081 0.055 0.088 0.034 0.011 0.088 0.089],
26,10,2.9,0,TRUE,15316.574,10,0.1,0.1,FALSE,22.0430964,[0.098 0.051 0.083 0.072 0.055 0.092 0.034 0.011 0.092 0.091],
27,10,3,0,TRUE,9666.962,10,0.1,0.1,TRUE,89.4963321,[0.097 0.053 0.029 0.044 0.026 0.064 0.044 0.053 0.031 0.057],
27,10,3,0,TRUE,9696.562,10,0.1,0.1,FALSE,22.6047171,[0.096 0.044 0.024 0.035 0.033 0.064 0.044 0.054 0.031 0.06 ],
28,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
28,10,3.1,0,TRUE,10108.947,10,0.1,0.1,FALSE,28.8812608,[0.064 0.098 0.034 0.051 0.037 0.026 0.049 0.027 0.018 0.029],
29,10,2.9,0,TRUE,9591.511,10,0.1,0.1,TRUE,43.1971457,[0.066 0.062 0.095 0.022 0.065 0.006 0.027 0.045 0.061 0.059],
29,10,2.9,0,TRUE,9674.549,10,0.1,0.1,FALSE,22.5851991,[0.066 0.063 0.1   0.021 0.066 0.006 0.03  0.045 0.062 0.06 ],
